"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","context_type"
"33",33,0,0.000642450758928714,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"34",34,0,0.0100941752649575,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"35",35,0,0.056223802022721,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"36",36,0,0.0260732057659164,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"37",37,0,0.00330102396079068,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"38",38,0,0.0713326424170644,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"39",39,0,0.000514350814770637,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"40",40,0,0.00081040592435222,"Gathering",1,"nonlinear",TRUE,"P","standard_contxt"
"41",41,3.47627445767166e-114,6.12619442310864e-28,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"42",42,2.08816067950835e-111,1.51900475524108e-42,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"43",43,1.167238144054e-124,6.62102484174764e-32,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"44",44,7.32447012154763e-105,6.11057882190565e-36,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"45",45,2.0203436544175e-112,1.05043120282024e-33,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"46",46,2.90186597302142e-104,3.36528229946349e-27,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"47",47,5.38510539063988e-114,1.11026300720368e-27,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"48",48,6.79929748727129e-122,3.03164895272259e-33,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"49",49,3.34355610131605e-122,1.38863085364144e-35,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"50",50,4.22749059229684e-118,4.3237818179288e-30,"Hunting",0,"linear",TRUE,"P","standard_contxt"
"51",51,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"52",52,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"53",53,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"54",54,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"55",55,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"56",56,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"57",57,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"58",58,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"59",59,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"60",60,0,0,"Hunting",0,"nonlinear",TRUE,"P","standard_contxt"
"61",61,1.65801288530534e-09,0.875630442719575,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"62",62,4.06678766582015e-06,0.821804818266324,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"63",63,0.000826537358960766,0.335268038895326,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"64",64,6.9183878838964e-06,0.782749332735944,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"65",65,1.62418190478766e-09,0.324230289314015,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"66",66,4.82115688899252e-07,0.188910094245341,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"67",67,1.03554525728361e-05,0.171600647773168,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"68",68,3.23255249593515e-06,0.588731469069802,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"69",69,4.14556758705166e-09,0.313565819844392,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"70",70,3.37541296441955e-06,0.403716061125695,"Hunting",1,"linear",TRUE,"P","standard_contxt"
"71",71,2.62498058724026e-05,0.0636604180175425,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"72",72,2.7294989928206e-05,0.0348348755812163,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"73",73,5.62199464859692e-06,0.0156804455073237,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"74",74,9.22317207788237e-05,0.277707862406332,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"75",75,3.23245914639059e-05,0.1881669719229,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"76",76,0,0.117150682709322,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"77",77,3.28975398358189e-05,0.239696755249082,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"78",78,3.00330120323045e-06,0.303052525863911,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"79",79,0,0.0566885169352097,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"80",80,2.60436145776977e-06,0.0626325717102108,"Hunting",1,"nonlinear",TRUE,"P","standard_contxt"
"81",21,8.51360489890338e-116,1.74175328774275e-43,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"82",22,2.3235843528524e-119,6.29209184990458e-42,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"83",23,2.04992999497532e-134,1.34114316931803e-37,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"84",24,3.60552380021632e-132,1.18427119753391e-35,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"85",25,2.76349356722573e-127,2.8790070657098e-31,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"86",26,1.04672524545819e-137,3.91456382808069e-34,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"87",27,5.87328890516993e-134,5.74735476372785e-38,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"88",28,1.88881547822754e-124,5.70382835456542e-41,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"89",29,1.07021704975972e-123,7.97300694189644e-32,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"90",30,2.48617483946461e-139,3.33429154431457e-38,"Hunting",0,"linear",TRUE,"Q-P","regime_context"
"91",31,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"92",32,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"93",33,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"94",34,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"95",35,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"96",36,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"97",37,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"98",38,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"99",39,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"100",40,0,0,"Hunting",0,"nonlinear",TRUE,"Q-P","regime_context"
"101",1,5.47810060727983e-17,0.0430333956111562,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"102",2,1.38203376985062e-12,0.803303493105561,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"103",3,1.24582446141348e-17,0.00675347209287717,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"104",4,2.70619417915569e-15,0.00409049461960386,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"105",5,9.50859511235496e-13,0.155200795369088,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"106",6,1.0287907351104e-10,0.0364879442396096,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"107",7,1.96916519034036e-17,0.227243563288168,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"108",8,6.03540831866841e-15,0.283974060656517,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"109",9,1.11129637287001e-13,0.538609482982906,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"110",10,2.47929385107394e-13,0.169286836548049,"Gathering",1,"linear",TRUE,"textFillP-P","text_control_context"
"111",11,0,0.000366734245763611,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"112",12,0,0.00419190634065919,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"113",13,0,0.00222582941929167,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"114",14,0,0.0884853309371428,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"115",15,0,0.204729590638614,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"116",16,0,0.00380629716551339,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"117",17,0,0.666842775854788,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"118",18,0,0.0235191961608645,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"119",19,0,5.70195937280582e-05,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"120",20,0,0.574763631339388,"Gathering",1,"nonlinear",TRUE,"textFillP-P","text_control_context"
"121",21,1.1571233268552e-110,8.82274117144035e-28,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"122",22,1.91495443093308e-106,3.00326444290031e-32,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"123",23,1.77667284802821e-107,9.71475454422672e-30,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"124",24,1.03688979613708e-96,5.40048061182659e-24,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"125",25,1.41541489782885e-101,5.9296230150867e-27,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"126",26,1.58401567437742e-115,1.09865829179836e-29,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"127",27,5.35793593749302e-125,1.28957755151247e-27,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"128",28,1.10662934613097e-109,9.04926851329921e-26,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"129",29,8.61975902641881e-111,4.29179349886152e-22,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"130",30,3.97237221316134e-100,1.99292987310296e-32,"Hunting",0,"linear",TRUE,"textFillQ-P","text_control_context"
"131",31,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"132",32,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"133",33,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"134",34,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"135",35,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"136",36,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"137",37,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"138",38,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"139",39,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"140",40,0,0,"Hunting",0,"nonlinear",TRUE,"textFillQ-P","text_control_context"
"141",21,0.00274562469778811,0.233732325211022,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"142",22,7.48557271045195e-05,0.0551105931463749,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"143",23,0.000215514184350606,0.953561461959262,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"144",24,4.4231665778508e-06,0.0808153774903124,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"145",25,7.47896367639338e-08,0.500725043071272,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"146",26,1.61830775774985e-07,0.707354831146043,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"147",27,1.9386918209523e-08,0.704129487647652,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"148",28,2.70140432688002e-06,0.345841825348063,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"149",29,7.17065962007524e-06,0.467396189953664,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"150",30,4.72535424611631e-06,0.776444732184423,"Hunting",1,"linear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"151",31,2.05679251790714e-05,0.450600861670942,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"152",32,1.13980599569796e-05,0.232579993309823,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"153",33,8.74282769736112e-07,0.0313405810193765,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"154",34,0,0.1444780247743,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"155",35,0,0.0463724214227474,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"156",36,5.04050063265815e-06,0.00673873256780944,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"157",37,6.71004362295946e-07,0.232582806215611,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"158",38,0.000365797116111732,0.180658240588503,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"159",39,7.2013524687331e-06,0.00942706981126751,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"160",40,1.47322352109236e-05,0.177233085850456,"Hunting",1,"nonlinear",TRUE,"textFillQfr-textFillP-textFillQ-P","text_control_context"
"161",1,2.02216476530424e-180,2.18135774813437e-30,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"162",2,2.30524810463757e-175,3.21877160093451e-26,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"163",3,7.90655379743183e-169,8.2381794254818e-27,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"164",4,1.36049817851622e-180,2.74298372716634e-21,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"165",5,2.52921513119846e-186,7.45440975124671e-31,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"166",6,1.46957936357029e-166,1.2223869410036e-24,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"167",7,6.44335650296596e-173,7.64546408768503e-30,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"168",8,2.88676337491435e-169,2.68302780048518e-26,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"169",9,1.65982080286462e-171,2.66867230823049e-22,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"170",10,1.13240326153245e-181,2.51604542349709e-24,"Gathering",0,"linear",TRUE,"instFirstReadP-P","prompt_regime_context"
"171",11,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"172",12,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"173",13,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"174",14,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"175",15,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"176",16,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"177",17,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"178",18,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"179",19,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"180",20,0,0,"Gathering",0,"nonlinear",TRUE,"instFirstReadP-P","prompt_regime_context"
"181",21,3.27521030946133e-119,4.15257735326345e-37,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"182",22,1.25799857927703e-115,2.57107222041682e-39,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"183",23,2.95103114229534e-122,3.62808594950121e-31,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"184",24,1.09229034019437e-119,6.55876803741828e-38,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"185",25,3.00971236896914e-125,5.8360976313173e-35,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"186",26,9.83966050649279e-121,9.95773133727575e-37,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"187",27,7.66991537559192e-118,3.61638146009342e-34,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"188",28,4.36850101174071e-118,1.5210778792851e-37,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"189",29,2.11333101869216e-135,2.5416792198566e-37,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"190",30,4.36761310893003e-113,1.8469104274815e-28,"Hunting",0,"linear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"191",31,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"192",32,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"193",33,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"194",34,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"195",35,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"196",36,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"197",37,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"198",38,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"199",39,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"200",40,0,0,"Hunting",0,"nonlinear",TRUE,"instFirstReadP-Q-P","prompt_regime_context"
"201",1,0.61599477768917,0.914489644606701,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"202",2,0.940502686332254,0.393307212436769,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"203",3,0.0549740750261566,0.53184515868713,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"204",4,0.486697819060372,0.248430647545284,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"205",5,0.517468364744033,0.00930003492001414,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"206",6,0.295583835551156,0.698432806182982,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"207",7,0.934535351216476,0.590531464059315,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"208",8,0.32388614769582,0.162215551972998,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"209",9,0.350106247397947,0.0486333909209293,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"210",10,0.24978888754659,0.0754780425140468,"Gathering",1,"linear",TRUE,"P-P","regime_context"
"211",11,0.537015601438732,0.0690689818988677,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"212",12,0.172742675111182,0.015112749230859,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"213",13,0.23109572110904,0.0049128804623757,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"214",14,0.0940104754576888,0.573056648893793,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"215",15,0.233966212386097,0.333308832674486,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"216",16,0.374898370539578,0.0829522179819153,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"217",17,0.422091717673403,0.00359097392778751,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"218",18,0.288291996095267,0.000406718905507475,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"219",19,0.735017089419003,0.0195161924793805,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"220",20,0.790016566257853,0.00542265962943944,"Gathering",1,"nonlinear",TRUE,"P-P","regime_context"
"221",21,0.17818359542404,0.892250371678635,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"222",22,0.965450038709744,0.0186254670830737,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"223",23,0.245810634706417,0.0956837465988781,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"224",24,0.958641912123976,0.363283022105286,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"225",25,0.0868041624103904,0.00969390983178575,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"226",26,0.116322611627846,0.0633322417178189,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"227",27,0.37613480591757,0.389587429651723,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"228",28,0.858093900557754,0.0419875731950827,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"229",29,0.75370993633382,0.286252485499555,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"230",30,0.236956827898025,0.162736063737979,"Hunting",1,"linear",TRUE,"Qfr-P-Q-P","regime_context"
"231",31,0.157224826138395,0.135175873434673,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"232",32,0.494099080664272,0.128194770301744,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"233",33,0.251272249488097,0.000214946437101682,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"234",34,0.648929297332047,0.00378672376419559,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"235",35,0.0741529896401533,0.00426022432797657,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"236",36,0.411713289270606,0.00198774371078508,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"237",37,0.517830091705934,0.000613872421823536,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"238",38,0.118822136417127,0.0063893019888373,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"239",39,0.521881847578588,0.0011785412411438,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"240",40,0.736436628854608,0.00260762813572568,"Hunting",1,"nonlinear",TRUE,"Qfr-P-Q-P","regime_context"
"241",21,0.193557151277883,0.681301740415772,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"242",22,0.0259091014787458,0.999086529361766,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"243",23,0.0391288425359313,0.256854110306943,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"244",24,0.70749403887686,0.553292077405372,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"245",25,0.521312399321791,0.811655560858364,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"246",26,0.0757744685094386,0.31537163653627,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"247",27,0.0757732732302145,0.427609358557015,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"248",28,0.191277335251817,0.413630714642909,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"249",29,0.293711963992238,0.801138827896314,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"250",30,0.972027035774085,0.974941504238565,"Hunting",1,"linear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
"251",31,0.318710950178724,0.188311763275316,"Hunting",1,"nonlinear",TRUE,"instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_context"
